state,stabbrs,year,sex,Census_Region,Census_Division,LE,race
Illinois,IL,1995,Female,Midwest,East North Central,73.07409493,black
Illinois,IL,1995,Male,Midwest,East North Central,63.38777043,black
Illinois,IL,1996,Female,Midwest,East North Central,73.51234291,black
Illinois,IL,1996,Male,Midwest,East North Central,64.06571446,black
Illinois,IL,1997,Female,Midwest,East North Central,73.98124701,black
Illinois,IL,1997,Male,Midwest,East North Central,64.96013219,black
Illinois,IL,1998,Female,Midwest,East North Central,74.14436755,black
Illinois,IL,1998,Male,Midwest,East North Central,65.35430199,black
Illinois,IL,1999,Female,Midwest,East North Central,74.0210432,black
Illinois,IL,1999,Male,Midwest,East North Central,65.66245315,black
Illinois,IL,2000,Female,Midwest,East North Central,74.25570493,black
Illinois,IL,2000,Male,Midwest,East North Central,66.43371295,black
Illinois,IL,2001,Female,Midwest,East North Central,74.40298193,black
Illinois,IL,2001,Male,Midwest,East North Central,66.86513645,black
Illinois,IL,2002,Female,Midwest,East North Central,74.56988134,black
Illinois,IL,2002,Male,Midwest,East North Central,67.11744106,black
Illinois,IL,2003,Female,Midwest,East North Central,74.82165872,black
Illinois,IL,2003,Male,Midwest,East North Central,67.42680002,black
Illinois,IL,2004,Female,Midwest,East North Central,75.16688244,black
Illinois,IL,2004,Male,Midwest,East North Central,68.06826508,black
Illinois,IL,2005,Female,Midwest,East North Central,75.57985191,black
Illinois,IL,2005,Male,Midwest,East North Central,68.19873508,black
Illinois,IL,2006,Female,Midwest,East North Central,76.18887141,black
Illinois,IL,2006,Male,Midwest,East North Central,68.54006804,black
Illinois,IL,2007,Female,Midwest,East North Central,76.53710632,black
Illinois,IL,2007,Male,Midwest,East North Central,68.94633221,black
Illinois,IL,2008,Female,Midwest,East North Central,76.84220281,black
Illinois,IL,2008,Male,Midwest,East North Central,69.48374387,black
Illinois,IL,2009,Female,Midwest,East North Central,77.39735207,black
Illinois,IL,2009,Male,Midwest,East North Central,69.89038585,black
Illinois,IL,2010,Female,Midwest,East North Central,77.6793571,black
Illinois,IL,2010,Male,Midwest,East North Central,70.33636128,black
Illinois,IL,2011,Female,Midwest,East North Central,77.87698887,black
Illinois,IL,2011,Male,Midwest,East North Central,70.51835765,black
Illinois,IL,2012,Female,Midwest,East North Central,77.95869616,black
Illinois,IL,2012,Male,Midwest,East North Central,70.70034069,black
Illinois,IL,2013,Female,Midwest,East North Central,77.93243302,black
Illinois,IL,2013,Male,Midwest,East North Central,70.92114603,black
Indiana,IN,1969,Female,Midwest,East North Central,69.27180394,black
Indiana,IN,1969,Male,Midwest,East North Central,61.56778646,black
Indiana,IN,1970,Female,Midwest,East North Central,69.33113749,black
Indiana,IN,1970,Male,Midwest,East North Central,61.95679105,black
Indiana,IN,1971,Female,Midwest,East North Central,69.56077747,black
Indiana,IN,1971,Male,Midwest,East North Central,62.15306234,black
Indiana,IN,1972,Female,Midwest,East North Central,69.98153534,black
Indiana,IN,1972,Male,Midwest,East North Central,62.33950138,black
Indiana,IN,1973,Female,Midwest,East North Central,70.32112444,black
Indiana,IN,1973,Male,Midwest,East North Central,62.46970188,black
Indiana,IN,1974,Female,Midwest,East North Central,70.75576153,black
Indiana,IN,1974,Male,Midwest,East North Central,62.69044361,black
Indiana,IN,1975,Female,Midwest,East North Central,71.1679196,black
Indiana,IN,1975,Male,Midwest,East North Central,63.19959313,black
Indiana,IN,1976,Female,Midwest,East North Central,71.66534517,black
Indiana,IN,1976,Male,Midwest,East North Central,63.62839248,black
Indiana,IN,1977,Female,Midwest,East North Central,72.15521759,black
Indiana,IN,1977,Male,Midwest,East North Central,63.8816766,black
Indiana,IN,1978,Female,Midwest,East North Central,72.52792873,black
Indiana,IN,1978,Male,Midwest,East North Central,64.16362918,black
Indiana,IN,1979,Female,Midwest,East North Central,72.71650916,black
Indiana,IN,1979,Male,Midwest,East North Central,64.37542107,black
Indiana,IN,1980,Female,Midwest,East North Central,72.85834694,black
Indiana,IN,1980,Male,Midwest,East North Central,64.61369035,black
Indiana,IN,1981,Female,Midwest,East North Central,73.30266739,black
Indiana,IN,1981,Male,Midwest,East North Central,64.93289485,black
Indiana,IN,1982,Female,Midwest,East North Central,73.57401347,black
Indiana,IN,1982,Male,Midwest,East North Central,65.0477562,black
Indiana,IN,1983,Female,Midwest,East North Central,73.69498311,black
Indiana,IN,1983,Male,Midwest,East North Central,65.27841153,black
Indiana,IN,1984,Female,Midwest,East North Central,73.70182786,black
Indiana,IN,1984,Male,Midwest,East North Central,65.39373723,black
Indiana,IN,1985,Female,Midwest,East North Central,73.62217133,black
Indiana,IN,1985,Male,Midwest,East North Central,65.47272904,black
Indiana,IN,1986,Female,Midwest,East North Central,73.64259049,black
Indiana,IN,1986,Male,Midwest,East North Central,65.475263,black
Indiana,IN,1987,Female,Midwest,East North Central,73.74248425,black
Indiana,IN,1987,Male,Midwest,East North Central,65.54153976,black
Indiana,IN,1988,Female,Midwest,East North Central,73.67182334,black
Indiana,IN,1988,Male,Midwest,East North Central,65.61917273,black
Indiana,IN,1989,Female,Midwest,East North Central,73.64395561,black
Indiana,IN,1989,Male,Midwest,East North Central,65.73768063,black
Indiana,IN,1990,Female,Midwest,East North Central,73.7962763,black
Indiana,IN,1990,Male,Midwest,East North Central,65.82077301,black
Indiana,IN,1991,Female,Midwest,East North Central,73.81544873,black
Indiana,IN,1991,Male,Midwest,East North Central,65.74839073,black
Indiana,IN,1992,Female,Midwest,East North Central,73.89828262,black
Indiana,IN,1992,Male,Midwest,East North Central,65.73600302,black
Indiana,IN,1993,Female,Midwest,East North Central,73.92029962,black
Indiana,IN,1993,Male,Midwest,East North Central,65.78037496,black
Indiana,IN,1994,Female,Midwest,East North Central,74.02602989,black
Indiana,IN,1994,Male,Midwest,East North Central,65.7871578,black
Indiana,IN,1995,Female,Midwest,East North Central,74.0770157,black
Indiana,IN,1995,Male,Midwest,East North Central,65.99587784,black
Indiana,IN,1996,Female,Midwest,East North Central,74.20850431,black
Indiana,IN,1996,Male,Midwest,East North Central,66.31183118,black
Indiana,IN,1997,Female,Midwest,East North Central,74.52162548,black
Indiana,IN,1997,Male,Midwest,East North Central,66.57032587,black
Indiana,IN,1998,Female,Midwest,East North Central,74.49614067,black
Indiana,IN,1998,Male,Midwest,East North Central,66.83042724,black
Indiana,IN,1999,Female,Midwest,East North Central,74.61134243,black
Indiana,IN,1999,Male,Midwest,East North Central,67.17550788,black
Indiana,IN,2000,Female,Midwest,East North Central,74.78741424,black
Indiana,IN,2000,Male,Midwest,East North Central,67.51950256,black
Indiana,IN,2001,Female,Midwest,East North Central,75.02980644,black
Indiana,IN,2001,Male,Midwest,East North Central,67.66123697,black
Indiana,IN,2002,Female,Midwest,East North Central,75.17076243,black
Indiana,IN,2002,Male,Midwest,East North Central,67.95433421,black
Indiana,IN,2003,Female,Midwest,East North Central,75.3401105,black
Indiana,IN,2003,Male,Midwest,East North Central,68.13159833,black
Indiana,IN,2004,Female,Midwest,East North Central,75.65462771,black
Indiana,IN,2004,Male,Midwest,East North Central,68.48805043,black
Indiana,IN,2005,Female,Midwest,East North Central,75.87228441,black
Indiana,IN,2005,Male,Midwest,East North Central,68.7788196,black
Indiana,IN,2006,Female,Midwest,East North Central,76.15630229,black
Indiana,IN,2006,Male,Midwest,East North Central,69.0917107,black
Indiana,IN,2007,Female,Midwest,East North Central,76.46102755,black
Indiana,IN,2007,Male,Midwest,East North Central,69.58192147,black
Indiana,IN,2008,Female,Midwest,East North Central,76.63205867,black
Indiana,IN,2008,Male,Midwest,East North Central,69.93242579,black
Indiana,IN,2009,Female,Midwest,East North Central,76.89502179,black
Indiana,IN,2009,Male,Midwest,East North Central,70.2346604,black
Indiana,IN,2010,Female,Midwest,East North Central,77.11290901,black
Indiana,IN,2010,Male,Midwest,East North Central,70.42423045,black
Indiana,IN,2011,Female,Midwest,East North Central,77.16698921,black
Indiana,IN,2011,Male,Midwest,East North Central,70.53903811,black
Indiana,IN,2012,Female,Midwest,East North Central,77.25090355,black
Indiana,IN,2012,Male,Midwest,East North Central,70.50333445,black
Indiana,IN,2013,Female,Midwest,East North Central,77.13796164,black
Indiana,IN,2013,Male,Midwest,East North Central,70.40369095,black
Iowa,IA,1969,Female,Midwest,West North Central,70.70027906,black
Iowa,IA,1969,Male,Midwest,West North Central,61.86834647,black
Iowa,IA,1970,Female,Midwest,West North Central,70.78446654,black
Iowa,IA,1970,Male,Midwest,West North Central,62.24191798,black
Iowa,IA,1971,Female,Midwest,West North Central,71.02124587,black
Iowa,IA,1971,Male,Midwest,West North Central,62.60654431,black
Iowa,IA,1972,Female,Midwest,West North Central,71.27115972,black
Iowa,IA,1972,Male,Midwest,West North Central,63.04804545,black
Iowa,IA,1973,Female,Midwest,West North Central,71.54872273,black
Iowa,IA,1973,Male,Midwest,West North Central,63.42174515,black
Iowa,IA,1974,Female,Midwest,West North Central,71.78061342,black
Iowa,IA,1974,Male,Midwest,West North Central,63.77627259,black
Iowa,IA,1975,Female,Midwest,West North Central,72.0626828,black
Iowa,IA,1975,Male,Midwest,West North Central,64.0751453,black
Iowa,IA,1976,Female,Midwest,West North Central,72.32114607,black
Iowa,IA,1976,Male,Midwest,West North Central,64.37287159,black
Iowa,IA,1977,Female,Midwest,West North Central,72.65230848,black
Iowa,IA,1977,Male,Midwest,West North Central,64.73005828,black
Iowa,IA,1978,Female,Midwest,West North Central,72.89843325,black
Iowa,IA,1978,Male,Midwest,West North Central,65.07022387,black
Iowa,IA,1979,Female,Midwest,West North Central,73.12326007,black
Iowa,IA,1979,Male,Midwest,West North Central,65.3963139,black
Iowa,IA,1980,Female,Midwest,West North Central,73.28480089,black
Iowa,IA,1980,Male,Midwest,West North Central,65.65595397,black
Iowa,IA,1981,Female,Midwest,West North Central,73.44227257,black
Iowa,IA,1981,Male,Midwest,West North Central,66.00097615,black
Iowa,IA,1982,Female,Midwest,West North Central,73.67978267,black
Iowa,IA,1982,Male,Midwest,West North Central,66.27001461,black
Iowa,IA,1983,Female,Midwest,West North Central,73.8667653,black
Iowa,IA,1983,Male,Midwest,West North Central,66.59654303,black
Iowa,IA,1984,Female,Midwest,West North Central,73.99496288,black
Iowa,IA,1984,Male,Midwest,West North Central,66.93792138,black
Iowa,IA,1985,Female,Midwest,West North Central,74.12657619,black
Iowa,IA,1985,Male,Midwest,West North Central,67.19154857,black
Iowa,IA,1986,Female,Midwest,West North Central,74.20915418,black
Iowa,IA,1986,Male,Midwest,West North Central,67.41216927,black
Iowa,IA,1987,Female,Midwest,West North Central,74.36988122,black
Iowa,IA,1987,Male,Midwest,West North Central,67.61574325,black
Iowa,IA,1988,Female,Midwest,West North Central,74.55706083,black
Iowa,IA,1988,Male,Midwest,West North Central,67.68821983,black
Iowa,IA,1989,Female,Midwest,West North Central,74.6450858,black
Iowa,IA,1989,Male,Midwest,West North Central,67.76630509,black
Iowa,IA,1990,Female,Midwest,West North Central,74.61334016,black
Iowa,IA,1990,Male,Midwest,West North Central,67.83735332,black
Iowa,IA,1991,Female,Midwest,West North Central,74.62022876,black
Iowa,IA,1991,Male,Midwest,West North Central,67.8622212,black
Iowa,IA,1992,Female,Midwest,West North Central,74.72592647,black
Iowa,IA,1992,Male,Midwest,West North Central,68.01677333,black
Iowa,IA,1993,Female,Midwest,West North Central,74.75933489,black
Iowa,IA,1993,Male,Midwest,West North Central,68.07626479,black
Iowa,IA,1994,Female,Midwest,West North Central,74.69941992,black
Iowa,IA,1994,Male,Midwest,West North Central,68.21244503,black
Iowa,IA,1995,Female,Midwest,West North Central,74.77668868,black
Iowa,IA,1995,Male,Midwest,West North Central,68.44850352,black
Iowa,IA,1996,Female,Midwest,West North Central,74.93723675,black
Iowa,IA,1996,Male,Midwest,West North Central,68.80460234,black
Iowa,IA,1997,Female,Midwest,West North Central,75.11443355,black
Iowa,IA,1997,Male,Midwest,West North Central,69.22618154,black
Iowa,IA,1998,Female,Midwest,West North Central,75.31309389,black
Iowa,IA,1998,Male,Midwest,West North Central,69.56598187,black
Iowa,IA,1999,Female,Midwest,West North Central,75.52825908,black
Iowa,IA,1999,Male,Midwest,West North Central,69.90662621,black
Iowa,IA,2000,Female,Midwest,West North Central,75.72588386,black
Iowa,IA,2000,Male,Midwest,West North Central,70.19604199,black
Iowa,IA,2001,Female,Midwest,West North Central,75.90673817,black
Iowa,IA,2001,Male,Midwest,West North Central,70.47527515,black
Iowa,IA,2002,Female,Midwest,West North Central,76.08333845,black
Iowa,IA,2002,Male,Midwest,West North Central,70.84215528,black
Iowa,IA,2003,Female,Midwest,West North Central,76.29752056,black
Iowa,IA,2003,Male,Midwest,West North Central,71.18276749,black
Iowa,IA,2004,Female,Midwest,West North Central,76.49180179,black
Iowa,IA,2004,Male,Midwest,West North Central,71.4914917,black
Iowa,IA,2005,Female,Midwest,West North Central,76.7913599,black
Iowa,IA,2005,Male,Midwest,West North Central,71.79975486,black
Iowa,IA,2006,Female,Midwest,West North Central,76.9864063,black
Iowa,IA,2006,Male,Midwest,West North Central,72.04009932,black
Iowa,IA,2007,Female,Midwest,West North Central,77.12781772,black
Iowa,IA,2007,Male,Midwest,West North Central,72.26815579,black
Iowa,IA,2008,Female,Midwest,West North Central,77.20918659,black
Iowa,IA,2008,Male,Midwest,West North Central,72.44277703,black
Iowa,IA,2009,Female,Midwest,West North Central,77.29933398,black
Iowa,IA,2009,Male,Midwest,West North Central,72.57532597,black
Iowa,IA,2010,Female,Midwest,West North Central,77.24953192,black
Iowa,IA,2010,Male,Midwest,West North Central,72.65535499,black
Iowa,IA,2011,Female,Midwest,West North Central,77.16763331,black
Iowa,IA,2011,Male,Midwest,West North Central,72.72361012,black
Iowa,IA,2012,Female,Midwest,West North Central,77.03349381,black
Iowa,IA,2012,Male,Midwest,West North Central,72.70425664,black
Iowa,IA,2013,Female,Midwest,West North Central,76.94141255,black
Iowa,IA,2013,Male,Midwest,West North Central,72.72020801,black
Kansas,KS,1969,Female,Midwest,West North Central,70.49984313,black
Kansas,KS,1969,Male,Midwest,West North Central,63.20739044,black
Kansas,KS,1970,Female,Midwest,West North Central,70.69221075,black
Kansas,KS,1970,Male,Midwest,West North Central,63.46461434,black
Kansas,KS,1971,Female,Midwest,West North Central,70.93167586,black
Kansas,KS,1971,Male,Midwest,West North Central,63.68760241,black
Kansas,KS,1972,Female,Midwest,West North Central,71.00506575,black
Kansas,KS,1972,Male,Midwest,West North Central,63.95279205,black
Kansas,KS,1973,Female,Midwest,West North Central,71.17372675,black
Kansas,KS,1973,Male,Midwest,West North Central,64.28544119,black
Kansas,KS,1974,Female,Midwest,West North Central,71.36616673,black
Kansas,KS,1974,Male,Midwest,West North Central,64.62190185,black
Kansas,KS,1975,Female,Midwest,West North Central,71.71704812,black
Kansas,KS,1975,Male,Midwest,West North Central,64.82797377,black
Kansas,KS,1976,Female,Midwest,West North Central,71.82475723,black
Kansas,KS,1976,Male,Midwest,West North Central,64.95350269,black
Kansas,KS,1977,Female,Midwest,West North Central,72.07191965,black
Kansas,KS,1977,Male,Midwest,West North Central,65.12716592,black
Kansas,KS,1978,Female,Midwest,West North Central,72.43107524,black
Kansas,KS,1978,Male,Midwest,West North Central,65.3839594,black
Kansas,KS,1979,Female,Midwest,West North Central,72.75184321,black
Kansas,KS,1979,Male,Midwest,West North Central,65.69565,black
Kansas,KS,1980,Female,Midwest,West North Central,72.92715939,black
Kansas,KS,1980,Male,Midwest,West North Central,65.98311274,black
Kansas,KS,1981,Female,Midwest,West North Central,73.1575736,black
Kansas,KS,1981,Male,Midwest,West North Central,66.40003721,black
Kansas,KS,1982,Female,Midwest,West North Central,73.35730508,black
Kansas,KS,1982,Male,Midwest,West North Central,66.76048125,black
Kansas,KS,1983,Female,Midwest,West North Central,73.51902573,black
Kansas,KS,1983,Male,Midwest,West North Central,66.99346089,black
Kansas,KS,1984,Female,Midwest,West North Central,73.66911178,black
Kansas,KS,1984,Male,Midwest,West North Central,67.1834707,black
Kansas,KS,1985,Female,Midwest,West North Central,73.86716724,black
Kansas,KS,1985,Male,Midwest,West North Central,67.29195678,black
Kansas,KS,1986,Female,Midwest,West North Central,74.11266367,black
Kansas,KS,1986,Male,Midwest,West North Central,67.27983406,black
